"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CD2",33.1573598690335,0.735510714329878,0.367996250959833,1.99869078125516,0.0456418210752009,0.745127689390102
"DNAJC5G",76.5110225201428,0.574317678314499,0.288401434378227,1.99138287766386,0.0464388101960998,0.745127689390102
"MPV17",476.264295047949,0.244143640236529,0.122700213412034,1.98975725834054,0.0466176818479572,0.745127689390102
"CYP1B1-AS1",16.8273738147014,-1.38245619434493,0.692022860270179,-1.99770307270658,0.0457488608992321,0.745127689390102
"MGAT5",1513.62109105594,-0.183060952807455,0.091724657023916,-1.99576601043844,0.0459593981307212,0.745127689390102
"ANKUB1",11.5606700564396,-2.24363469196304,1.12254019837481,-1.9987121131264,0.0456395116303604,0.745127689390102
"UCP1",10.4157321394947,1.8747416377047,0.937778912652284,1.99912965882592,0.045594326849969,0.745127689390102
"SNX25",334.294130444042,-0.363896195568031,0.182823281911128,-1.99042590070625,0.0465440390911567,0.745127689390102
"MIR4635",44.7366808485906,-0.898523049064747,0.449721135114811,-1.99795601964617,0.0457214284401757,0.745127689390102
"FAM53C",885.727267696874,0.191777559492678,0.0959479692670262,1.9987662162912,0.0456336547200923,0.745127689390102
"LINC02536",12.2732763696226,1.92901878152525,0.969240439509766,1.99023761586024,0.0465647664467121,0.745127689390102
"NUP43",2028.37481305876,0.186504293728763,0.0936765061429141,1.99093989953286,0.0464874950141435,0.745127689390102
"TRGV4",45.6076236549092,0.816571410465075,0.409769178059137,1.99275947091177,0.0462877917234041,0.745127689390102
"POR",934.156255944284,-0.262963152104413,0.13169338202388,-1.99678334676475,0.0458487234022106,0.745127689390102
"ENSG00000225703",14.2550992737846,1.84368735520539,0.925919918983372,1.99119526149701,0.0464594246151008,0.745127689390102
"PDIA4",3036.53237089061,-0.205785392072714,0.103327832132039,-1.99157756266237,0.0464174272267895,0.745127689390102
"C8orf58",54.1717475763563,0.7252752443285,0.363575018394778,1.99484345082527,0.0460599566927145,0.745127689390102
"UHRF2",1766.08921496047,0.186392563458448,0.0934795642220105,1.99393915675273,0.0461587040874957,0.745127689390102
"DNAJC25",90.0130296127818,0.556881305545589,0.278897296344374,1.99672536394174,0.0458550252411228,0.745127689390102
"ADAMTSL2",25.3536086928721,-0.947957536008537,0.475173954427896,-1.9949694783879,0.0460462088298752,0.745127689390102
"RAB18",933.553103256156,0.290809360630287,0.146111854313257,1.99032010097419,0.0465556851088708,0.745127689390102
"RPL37P18",25.6470514690733,0.992937131296738,0.497899236183746,1.99425317240355,0.04612439392027,0.745127689390102
"RPL15P14",12.4960562504967,1.54645525976188,0.775859052764707,1.99321675019608,0.0462377177090234,0.745127689390102
"MRPL28",1176.26957754612,-0.231390354406697,0.115652936268438,-2.00073047751789,0.0454214431197814,0.745127689390102
"ENSG00000274038",10.3205807924087,1.58081570621797,0.793751799229252,1.99157432808716,0.0464177824243574,0.745127689390102
"NF1",3101.14691009955,0.172509275098136,0.0863021458362673,1.99889902419601,0.0456192803540096,0.745127689390102
"TMEM101",855.749702701879,-0.25251820555341,0.12689565357369,-1.98996733490772,0.0465945339322341,0.745127689390102
"MAPK4",39.2858583350652,-0.848398390344233,0.424619415611793,-1.99802071961749,0.0457144138615548,0.745127689390102
"ENSG00000279425",80.9376351558196,0.73642208160635,0.369551400071295,1.99274601980747,0.0462892653671936,0.745127689390102
"ZNF181",278.807920000323,0.334872100041744,0.16777247670935,1.99598948891884,0.0459350669232962,0.745127689390102
"CADM4",110.155459168699,-0.528340405992691,0.26521625271679,-1.99211172234183,0.0463588010697901,0.745127689390102
"CST3",440.404825514363,-0.429543635194836,0.215039876786761,-1.99750688855157,0.0457701468998216,0.745127689390102
"BUD13P1",13.4366623981902,-1.69586391280763,0.852662030766184,-1.98890516009463,0.046711672115406,0.745905349716381
"RRBP1",2602.19716784042,-0.216464811722532,0.108847758830199,-1.98869332771669,0.0467350629141379,0.745905349716381
"ENSG00000228061",67.1768609656814,0.715906311574201,0.36010849154026,1.98802951997082,0.046808425251858,0.746527317058655
"KRT18P31",61.0336828352413,0.770740297419857,0.387792089593105,1.98750907536191,0.0468660112098823,0.746896945170121
"TXNDC12-AS1",26.9169384583199,1.40281659281536,0.70733377766087,1.9832455866231,0.0473400041176413,0.747790937575715
"EPHX1",431.325586685396,-0.317428163105276,0.159858107681245,-1.98568698022013,0.0470680915795144,0.747790937575715
"COA6",246.607853627141,-0.453512662590257,0.228275996598921,-1.9866857196864,0.046957235296865,0.747790937575715
"FH",2064.84763108427,-0.167867405618672,0.0847138509594344,-1.98158156803727,0.0475260918013259,0.747790937575715
"GAREM2",499.514659696742,-0.35207636223624,0.177742463372724,-1.98082301525179,0.0476111248378162,0.747790937575715
"ENSG00000289156",17.9401714715001,1.17542309797565,0.592751602144438,1.98299438368996,0.047368056886211,0.747790937575715
"ENSG00000244151",23.1870547621121,1.15585914499486,0.583235327144121,1.98180578439009,0.0475009818260929,0.747790937575715
"EMSY-DT",89.8031188895578,-0.593007791063567,0.299283496577926,-1.98142496276657,0.047543636634403,0.747790937575715
"CPNE6",25.1100570146973,1.12959221586347,0.569707198443579,1.9827592471176,0.0473943281293945,0.747790937575715
"PSMC6",828.350586638502,0.287149571293382,0.144946326157871,1.98107519455601,0.0475828415997087,0.747790937575715
